States,Years,Quarter,Transaction_type,Transaction_count,Transaction_amount
Haryana,2023,2,Merchant payments,275974807,130133751625
Haryana,2023,2,Peer-to-peer payments,147382711,495834929236
Haryana,2023,2,Recharge & bill payments,33655091,35262651840
Haryana,2023,2,Financial Services,172309,259162565
Haryana,2023,2,Others,351272,251633370
Haryana,2023,3,Merchant payments,310148821,140917418482
Haryana,2023,3,Peer-to-peer payments,156760079,498555993196
Haryana,2023,3,Recharge & bill payments,34105227,37490386949
Haryana,2023,3,Financial Services,198713,304618547
Haryana,2023,3,Others,306638,223563566
Haryana,2023,4,Merchant payments,343440148,167695632461
Haryana,2023,4,Peer-to-peer payments,175429519,571466808865
Haryana,2023,4,Recharge & bill payments,35320482,42514330771
Haryana,2023,4,Financial Services,238826,371355840
Haryana,2023,4,Others,319258,222356663
Haryana,2024,1,Merchant payments,376661558,177987462151
Haryana,2024,1,Peer-to-peer payments,187967904,583735861647
Haryana,2024,1,Recharge & bill payments,39068051,44295176434
Haryana,2024,1,Financial Services,256222,477335930
Haryana,2024,1,Others,339765,292383070
Haryana,2024,2,Merchant payments,482530215,211396204964
Haryana,2024,2,Peer-to-peer payments,214457734,647411527784
Haryana,2024,2,Recharge & bill payments,40862353,45581779106
Haryana,2024,2,Financial Services,304547,600748740
Haryana,2024,2,Others,399076,454335006
Haryana,2024,3,Merchant payments,521289709,224122374449
Haryana,2024,3,Peer-to-peer payments,231461545,648650534007
Haryana,2024,3,Recharge & bill payments,41502651,49244659978
Haryana,2024,3,Financial Services,361554,712626768
Haryana,2024,3,Others,324761,476486596
Haryana,2024,4,Merchant payments,554528337,256120928312
Haryana,2024,4,Peer-to-peer payments,244665075,724617450899
Haryana,2024,4,Recharge & bill payments,40983335,49974294031
Haryana,2024,4,Financial Services,906666,717769217
Haryana,2024,4,Others,310877,528916895
Himachal Pradesh,2018,1,Recharge & bill payments,284371,49871176
Himachal Pradesh,2018,1,Peer-to-peer payments,154572,546222027
Himachal Pradesh,2018,1,Merchant payments,13241,13851231
Himachal Pradesh,2018,1,Financial Services,8955,2040523
Himachal Pradesh,2018,1,Others,20779,16752850
Himachal Pradesh,2018,2,Recharge & bill payments,385642,83714322
Himachal Pradesh,2018,2,Peer-to-peer payments,243436,1043702964
Himachal Pradesh,2018,2,Merchant payments,27851,31961301
Himachal Pradesh,2018,2,Financial Services,11330,4108919
Himachal Pradesh,2018,2,Others,19436,19681795
Himachal Pradesh,2018,3,Recharge & bill payments,457449,108456078
Himachal Pradesh,2018,3,Peer-to-peer payments,362755,1596570995
Himachal Pradesh,2018,3,Merchant payments,40675,31168155
Himachal Pradesh,2018,3,Financial Services,8182,1552275
Himachal Pradesh,2018,3,Others,17693,16293930
Himachal Pradesh,2018,4,Recharge & bill payments,598325,143031082
Himachal Pradesh,2018,4,Peer-to-peer payments,590518,2367228879
Himachal Pradesh,2018,4,Merchant payments,86963,87575812
Himachal Pradesh,2018,4,Financial Services,11834,2283053
Himachal Pradesh,2018,4,Others,20243,21180142
Himachal Pradesh,2019,1,Peer-to-peer payments,1178280,3066233588
Himachal Pradesh,2019,1,Recharge & bill payments,844570,209521987
Himachal Pradesh,2019,1,Merchant payments,115553,86624660
Himachal Pradesh,2019,1,Financial Services,9585,1424230
Himachal Pradesh,2019,1,Others,20730,17676978
Himachal Pradesh,2019,2,Peer-to-peer payments,1141873,4428007671
Himachal Pradesh,2019,2,Recharge & bill payments,1076793,279864580
Himachal Pradesh,2019,2,Merchant payments,248517,141088576
Himachal Pradesh,2019,2,Financial Services,5013,1453652
Himachal Pradesh,2019,2,Others,30110,25469495
Himachal Pradesh,2019,3,Recharge & bill payments,1212659,327570067
Himachal Pradesh,2019,3,Peer-to-peer payments,1181680,5039276845
Himachal Pradesh,2019,3,Merchant payments,312575,182746198
Himachal Pradesh,2019,3,Financial Services,3096,1775674
Himachal Pradesh,2019,3,Others,25170,20649997
Himachal Pradesh,2019,4,Peer-to-peer payments,1579582,6533855301
Himachal Pradesh,2019,4,Recharge & bill payments,1442940,402619115
Himachal Pradesh,2019,4,Merchant payments,467309,314965061
Himachal Pradesh,2019,4,Financial Services,4576,1769642
Himachal Pradesh,2019,4,Others,22239,17954419
Himachal Pradesh,2020,1,Recharge & bill payments,1815157,542356757
Himachal Pradesh,2020,1,Peer-to-peer payments,1594806,6431826925
Himachal Pradesh,2020,1,Merchant payments,711018,427497010
Himachal Pradesh,2020,1,Financial Services,4711,3172304
Himachal Pradesh,2020,1,Others,18788,14613755
Himachal Pradesh,2020,2,Recharge & bill payments,2558935,802231470
Himachal Pradesh,2020,2,Peer-to-peer payments,1544488,6738488219
Himachal Pradesh,2020,2,Merchant payments,570031,479165631
Himachal Pradesh,2020,2,Financial Services,7634,7359758
Himachal Pradesh,2020,2,Others,14642,9659685
Himachal Pradesh,2020,3,Recharge & bill payments,2416395,834567922
Himachal Pradesh,2020,3,Peer-to-peer payments,1954492,8806586537
Himachal Pradesh,2020,3,Merchant payments,1090445,851539467
Himachal Pradesh,2020,3,Financial Services,9543,11391079
Himachal Pradesh,2020,3,Others,19001,11969009
Himachal Pradesh,2020,4,Recharge & bill payments,2638030,936305778
Himachal Pradesh,2020,4,Peer-to-peer payments,2594659,11426268857
Himachal Pradesh,2020,4,Merchant payments,2001259,1589433440
Himachal Pradesh,2020,4,Financial Services,11353,15534252
Himachal Pradesh,2020,4,Others,27027,21510781
Himachal Pradesh,2021,1,Peer-to-peer payments,2845733,11358078844
Himachal Pradesh,2021,1,Recharge & bill payments,2547359,948929032
Himachal Pradesh,2021,1,Merchant payments,2186946,1778219851
Himachal Pradesh,2021,1,Financial Services,12561,16554206
Himachal Pradesh,2021,1,Others,21430,18764978
Himachal Pradesh,2021,2,Peer-to-peer payments,3340531,13035543547
Himachal Pradesh,2021,2,Recharge & bill payments,3216602,1045789842
Himachal Pradesh,2021,2,Merchant payments,2883209,2378084375
Himachal Pradesh,2021,2,Financial Services,14642,16428391
Himachal Pradesh,2021,2,Others,28918,19788385
Himachal Pradesh,2021,3,Peer-to-peer payments,4455153,16560383923
Himachal Pradesh,2021,3,Merchant payments,4198808,3524434950
Himachal Pradesh,2021,3,Recharge & bill payments,3359406,1178802737
Himachal Pradesh,2021,3,Financial Services,14497,22805775
Himachal Pradesh,2021,3,Others,36303,23834687
Himachal Pradesh,2021,4,Merchant payments,6062931,5228613147
Himachal Pradesh,2021,4,Peer-to-peer payments,5323397,19568394325
Himachal Pradesh,2021,4,Recharge & bill payments,3211367,1278824362
Himachal Pradesh,2021,4,Financial Services,18198,24809741
Himachal Pradesh,2021,4,Others,50971,35578927
Himachal Pradesh,2022,1,Merchant payments,7030946,5558905678
Himachal Pradesh,2022,1,Peer-to-peer payments,5718936,19473276901
Himachal Pradesh,2022,1,Recharge & bill payments,3271665,1429960687
Himachal Pradesh,2022,1,Financial Services,19314,24442138
Himachal Pradesh,2022,1,Others,47319,31862036
Himachal Pradesh,2022,2,Merchant payments,10591420,7697399368
Himachal Pradesh,2022,2,Peer-to-peer payments,7109948,24407668318
Himachal Pradesh,2022,2,Recharge & bill payments,3520538,1553155243
Himachal Pradesh,2022,2,Financial Services,16901,20627276
Himachal Pradesh,2022,2,Others,52564,30257753
Himachal Pradesh,2022,3,Merchant payments,12686960,8511266153
Himachal Pradesh,2022,3,Peer-to-peer payments,8330778,27039659316
Himachal Pradesh,2022,3,Recharge & bill payments,4083168,1780405740
Himachal Pradesh,2022,3,Financial Services,21293,22686932
Himachal Pradesh,2022,3,Others,42669,26764547
Himachal Pradesh,2022,4,Merchant payments,15297492,10280295884
Himachal Pradesh,2022,4,Peer-to-peer payments,9284824,29629346092
Himachal Pradesh,2022,4,Recharge & bill payments,3907023,1810538524
Himachal Pradesh,2022,4,Financial Services,24342,31775337
Himachal Pradesh,2022,4,Others,41455,27387395
Himachal Pradesh,2023,1,Merchant payments,14694013,9023136407
Himachal Pradesh,2023,1,Peer-to-peer payments,8637695,26709451358
Himachal Pradesh,2023,1,Recharge & bill payments,3901516,1950250571
Himachal Pradesh,2023,1,Financial Services,25722,30757925
Himachal Pradesh,2023,1,Others,42780,27351473
Himachal Pradesh,2023,2,Merchant payments,19954117,11643011071
Himachal Pradesh,2023,2,Peer-to-peer payments,10781507,33008088763
Himachal Pradesh,2023,2,Recharge & bill payments,4247339,2159052653
Himachal Pradesh,2023,2,Financial Services,27709,34689932
Himachal Pradesh,2023,2,Others,50923,30221299
Himachal Pradesh,2023,3,Merchant payments,19233611,10559011464
Himachal Pradesh,2023,3,Peer-to-peer payments,9983786,29239694406
Himachal Pradesh,2023,3,Recharge & bill payments,4046932,1991652882
Himachal Pradesh,2023,3,Financial Services,27958,41972330
Himachal Pradesh,2023,3,Others,44767,22240555
Himachal Pradesh,2023,4,Merchant payments,23387107,12903037462
Himachal Pradesh,2023,4,Peer-to-peer payments,11365164,33158062287
Himachal Pradesh,2023,4,Recharge & bill payments,3816711,2143949720
Himachal Pradesh,2023,4,Financial Services,33097,51956047
Himachal Pradesh,2023,4,Others,49760,23241048
Himachal Pradesh,2024,1,Merchant payments,23888813,12955779718
Himachal Pradesh,2024,1,Peer-to-peer payments,11704961,32645830060
Himachal Pradesh,2024,1,Recharge & bill payments,3859407,2212162426
Himachal Pradesh,2024,1,Financial Services,30691,48981227
Himachal Pradesh,2024,1,Others,36689,21477908
Himachal Pradesh,2024,2,Merchant payments,33432764,17005142646
Himachal Pradesh,2024,2,Peer-to-peer payments,14843874,40268257987
Himachal Pradesh,2024,2,Recharge & bill payments,4230908,2481006839
Himachal Pradesh,2024,2,Financial Services,36023,61908319
Himachal Pradesh,2024,2,Others,40232,33424911
Himachal Pradesh,2024,3,Merchant payments,31048392,15876449590
Himachal Pradesh,2024,3,Peer-to-peer payments,14484420,38181559423
Himachal Pradesh,2024,3,Recharge & bill payments,4131536,2449198130
Himachal Pradesh,2024,3,Financial Services,44777,72816126
Himachal Pradesh,2024,3,Others,28424,35918329
Himachal Pradesh,2024,4,Merchant payments,34093853,18651098385
Himachal Pradesh,2024,4,Peer-to-peer payments,15691651,42533547817
Himachal Pradesh,2024,4,Recharge & bill payments,3857052,2426494040
Himachal Pradesh,2024,4,Financial Services,129364,92305168
Himachal Pradesh,2024,4,Others,26478,33550824
Jammu & Kashmir,2018,1,Recharge & bill payments,457813,78812610
Jammu & Kashmir,2018,1,Peer-to-peer payments,353621,861670158
Jammu & Kashmir,2018,1,Financial Services,65683,10269383
Jammu & Kashmir,2018,1,Merchant payments,28696,30967526
Jammu & Kashmir,2018,1,Others,35755,23651563
Jammu & Kashmir,2018,2,Recharge & bill payments,794502,166762243
Jammu & Kashmir,2018,2,Peer-to-peer payments,771844,2372961688
Jammu & Kashmir,2018,2,Financial Services,112422,15636117
Jammu & Kashmir,2018,2,Merchant payments,79248,64454258
Jammu & Kashmir,2018,2,Others,38310,31391932
Jammu & Kashmir,2018,3,Peer-to-peer payments,1260453,3616022746
Jammu & Kashmir,2018,3,Recharge & bill payments,822143,203079955
Jammu & Kashmir,2018,3,Merchant payments,140076,82826475
Jammu & Kashmir,2018,3,Financial Services,44464,6397888
Jammu & Kashmir,2018,3,Others,36825,26373935
Jammu & Kashmir,2018,4,Peer-to-peer payments,1265457,5151829745
Jammu & Kashmir,2018,4,Recharge & bill payments,970724,254473764
Jammu & Kashmir,2018,4,Merchant payments,402303,215771002
Jammu & Kashmir,2018,4,Financial Services,33775,6072177
Jammu & Kashmir,2018,4,Others,49051,36573578
Jammu & Kashmir,2019,1,Peer-to-peer payments,1913720,5414709532
Jammu & Kashmir,2019,1,Recharge & bill payments,1131953,302663113
Jammu & Kashmir,2019,1,Merchant payments,452379,199219535
Jammu & Kashmir,2019,1,Financial Services,43247,4593545
Jammu & Kashmir,2019,1,Others,43688,30649752
Jammu & Kashmir,2019,2,Peer-to-peer payments,1180781,5666318253
Jammu & Kashmir,2019,2,Recharge & bill payments,706569,215937469
Jammu & Kashmir,2019,2,Merchant payments,353678,188931529
Jammu & Kashmir,2019,2,Financial Services,22663,2652961
Jammu & Kashmir,2019,2,Others,32664,26301988
Jammu & Kashmir,2019,3,Peer-to-peer payments,618694,3499425218
Jammu & Kashmir,2019,3,Recharge & bill payments,318061,111964437
Jammu & Kashmir,2019,3,Merchant payments,165115,120736230
Jammu & Kashmir,2019,3,Financial Services,2895,658516
Jammu & Kashmir,2019,3,Others,11761,11446091
Jammu & Kashmir,2019,4,Peer-to-peer payments,310620,1799955856
Jammu & Kashmir,2019,4,Merchant payments,91303,77859074
Jammu & Kashmir,2019,4,Recharge & bill payments,84803,49065907
Jammu & Kashmir,2019,4,Financial Services,197,213741
Jammu & Kashmir,2019,4,Others,3005,2601420
Jammu & Kashmir,2020,1,Peer-to-peer payments,435154,2654638582
Jammu & Kashmir,2020,1,Recharge & bill payments,341357,144213069
Jammu & Kashmir,2020,1,Merchant payments,135241,131144419
Jammu & Kashmir,2020,1,Financial Services,2350,2116665
Jammu & Kashmir,2020,1,Others,7528,5530442
Jammu & Kashmir,2020,2,Peer-to-peer payments,1238380,7426818530
Jammu & Kashmir,2020,2,Recharge & bill payments,1028741,413037418
Jammu & Kashmir,2020,2,Merchant payments,341375,403026358
Jammu & Kashmir,2020,2,Financial Services,9130,10415041
Jammu & Kashmir,2020,2,Others,17380,12351592
Jammu & Kashmir,2020,3,Peer-to-peer payments,1787154,10837119047
Jammu & Kashmir,2020,3,Recharge & bill payments,1005745,443743223
Jammu & Kashmir,2020,3,Merchant payments,642688,667957476
Jammu & Kashmir,2020,3,Financial Services,10111,13281734
Jammu & Kashmir,2020,3,Others,20200,15128281
Jammu & Kashmir,2020,4,Peer-to-peer payments,2378539,13736841260
Jammu & Kashmir,2020,4,Recharge & bill payments,1900075,536741118
Jammu & Kashmir,2020,4,Merchant payments,1377786,1045006123
Jammu & Kashmir,2020,4,Financial Services,13578,17966593
Jammu & Kashmir,2020,4,Others,84466,44350709
Jammu & Kashmir,2021,1,Peer-to-peer payments,2800201,14801220301
Jammu & Kashmir,2021,1,Recharge & bill payments,2554798,663747766
Jammu & Kashmir,2021,1,Merchant payments,1527253,1605408313
Jammu & Kashmir,2021,1,Financial Services,17276,20848658
Jammu & Kashmir,2021,1,Others,98042,47124855
Jammu & Kashmir,2021,2,Peer-to-peer payments,3955437,19502438178
Jammu & Kashmir,2021,2,Recharge & bill payments,3568970,892467614
Jammu & Kashmir,2021,2,Merchant payments,2378307,2343370986
Jammu & Kashmir,2021,2,Financial Services,19432,21897796
Jammu & Kashmir,2021,2,Others,105673,53580855
Jammu & Kashmir,2021,3,Peer-to-peer payments,5621108,26562997915
Jammu & Kashmir,2021,3,Recharge & bill payments,4192099,1126801385
Jammu & Kashmir,2021,3,Merchant payments,3197489,3818849263
Jammu & Kashmir,2021,3,Financial Services,16071,27585395
Jammu & Kashmir,2021,3,Others,124274,62209689
Jammu & Kashmir,2021,4,Peer-to-peer payments,6852001,31444247708
Jammu & Kashmir,2021,4,Merchant payments,5399465,6026170896
Jammu & Kashmir,2021,4,Recharge & bill payments,4358892,1334473410
Jammu & Kashmir,2021,4,Financial Services,20269,34425388
Jammu & Kashmir,2021,4,Others,160001,86920025
Jammu & Kashmir,2022,1,Peer-to-peer payments,6263588,25881919929
Jammu & Kashmir,2022,1,Merchant payments,5769426,5903944370
Jammu & Kashmir,2022,1,Recharge & bill payments,4046350,1253753686
Jammu & Kashmir,2022,1,Financial Services,20506,28915576
Jammu & Kashmir,2022,1,Others,145441,79330066
Jammu & Kashmir,2022,2,Merchant payments,9917899,8541811640
Jammu & Kashmir,2022,2,Peer-to-peer payments,8948548,35973490941
Jammu & Kashmir,2022,2,Recharge & bill payments,4759941,1631580784
Jammu & Kashmir,2022,2,Financial Services,17495,23857762
Jammu & Kashmir,2022,2,Others,169864,83549710
Jammu & Kashmir,2022,3,Merchant payments,9594459,8056512905
Jammu & Kashmir,2022,3,Peer-to-peer payments,8391981,31280124358
Jammu & Kashmir,2022,3,Recharge & bill payments,4397779,1538833024
Jammu & Kashmir,2022,3,Financial Services,16502,21281998
Jammu & Kashmir,2022,3,Others,133673,66802218
Jammu & Kashmir,2022,4,Merchant payments,13060020,9463119177
Jammu & Kashmir,2022,4,Peer-to-peer payments,9209773,33017162450
Jammu & Kashmir,2022,4,Recharge & bill payments,4885856,1738113554
Jammu & Kashmir,2022,4,Financial Services,17803,26804684
Jammu & Kashmir,2022,4,Others,142706,70096051
Jammu & Kashmir,2023,1,Merchant payments,19258641,12262102502
Jammu & Kashmir,2023,1,Peer-to-peer payments,12527159,41006666634
Jammu & Kashmir,2023,1,Recharge & bill payments,6894943,2522356131
Jammu & Kashmir,2023,1,Financial Services,26119,30772190
Jammu & Kashmir,2023,1,Others,220382,99850124
Jammu & Kashmir,2023,2,Merchant payments,27968919,16519042612
Jammu & Kashmir,2023,2,Peer-to-peer payments,17988275,56687068768
Jammu & Kashmir,2023,2,Recharge & bill payments,8374394,3181150839
Jammu & Kashmir,2023,2,Financial Services,27724,36616737
Jammu & Kashmir,2023,2,Others,228987,106126424
Jammu & Kashmir,2023,3,Merchant payments,33831979,20030764520
Jammu & Kashmir,2023,3,Peer-to-peer payments,20589029,62320529579
